title,city,listing_city,district,size,rent,available_from,url,price_per_sqm,avg_ppm_diff,rent_index_diff,available_until,flatmates,flatmate_details,flatmates_female,flatmates_male,flatmates_diverse,rooms_free,room_type,online_since,straight_line_km,distance_km,duration_min,transit_distance_km,transit_duration_min,is_transit_estimated
"Zimmer in netter 3-er WG, Nähe S-Bahn, U-Bahn, Stadtpark","Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,16.0,520.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12752515.html,32.5,-3.32,,,3,"0w,2m,0d,0n",0,2,0,,,,8.17,,,18.17,7.9,True
WG-Zimmer zentral,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,12.0,381.0,"02.08.2026
                    
                                            - 20.09.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12794390.html,31.75,-4.07,,,4,"0w,0m,0d,3n",0,0,0,,,,8.17,,,18.17,7.9,True
WG Zimmer in Stuttgart Nord!,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,17.0,583.0,16.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12906755.html,34.29,-1.53,,,3,"2w,0m,0d,0n",2,0,0,,,,8.17,,,18.17,7.9,True
WG-Zimmer zur Untermiete – bevorzugt an eine Frau,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,15.0,600.0,"11.02.2026
                    
                                            - 26.06.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12915706.html,40.0,4.18,,,4,"2w,1m,0d,0n",2,1,0,,,,8.17,,,18.17,7.9,True
Toller Ausblick / Stuttgart Nord/West / 3er WG / ruhig / in 15min im Zentrum,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,20.0,550.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12920508.html,27.5,-8.32,,,3,"0w,2m,0d,0n",0,2,0,,,,8.17,,,18.17,7.9,True
"schönes, helles Zimmer in Altbau WG","Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,17.0,527.0,16.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12930106.html,31.0,-4.82,,,4,"0w,2m,0d,0n",0,2,0,,,,8.17,,,18.17,7.9,True
WG Zimmer 21qm,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,21.0,680.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12952227.html,32.38,-3.44,,,2,"0w,1m,0d,0n",0,1,0,,,,8.17,,,18.17,7.9,True
WG-Zimmer in Stuttgart-Nord (nahe Bad Cannstatt),"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,15.0,526.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12971080.html,35.07,-0.75,,,3,"0w,2m,0d,0n",0,2,0,,,,8.17,,,18.17,7.9,True
"WG Zimmer auf dem Killesberg, mit eigenem Garten, Wohnzimmer und großer Terrasse","Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,18.0,550.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12975593.html,30.56,-5.26,,,7,"6w,0m,0d,0n",6,0,0,,,,8.17,,,18.17,7.9,True
WG Zimmer in Stuttgart Nord,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,12.0,390.0,"06.04.2026
                    
                                            - 31.08.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12976719.html,32.5,-3.32,,,3,"0w,2m,0d,0n",0,2,0,,,,8.17,,,18.17,7.9,True
11 m2 Zimmer in Frauen-WG Halbhöhenlage Nähe Killesberg ab 01.03.2027 gerne an ABK Studentin,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,11.0,448.0,01.03.2027,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12980346.html,40.73,4.91,,,4,"3w,0m,0d,0n",3,0,0,,,,8.17,,,18.17,7.9,True
Möblierte 3er WG in Stuttgart Nord,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,15.0,554.0,"01.03.2026
                    
                                            - 28.02.2027",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12981574.html,36.93,1.11,,,3,"0w,2m,0d,0n",0,2,0,,,,8.17,,,18.17,7.9,True
Großes helles WG-Zimmer am Nordbahnhof,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,20.0,620.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12986321.html,31.0,-4.82,,,3,"1w,1m,0d,0n",1,1,0,,,,8.17,,,18.17,7.9,True
Voll möbliertes Zimmer in 4er WG in guter Lage,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,12.0,390.0,"01.03.2026
                    
                                            - 30.04.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12989906.html,32.5,-3.32,,,4,"1w,2m,0d,0n",1,2,0,,,,8.17,,,18.17,7.9,True
Sympathische/r Mitbewohner/in für 2er WG gesucht.,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,12.0,670.0,12.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.13000700.html,55.83,20.01,,,2,"1w,0m,0d,0n",1,0,0,,,,8.17,,,18.17,7.9,True
"Zentral: bei DHBW, Uni und KH, HBF 9min zu Fuß! Ca 26 qm Zimmer – möbliert – luxuriöse Wohnung!","Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,26.0,680.0,01.05.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.13010367.html,26.15,-9.67,,,3,"0w,2m,0d,0n",0,2,0,,,,8.17,,,18.17,7.9,True
"Zimmer in 4er WG am Pragfriedhof – mit Pizzaofen, Gym & Balkon 🍕🏋️‍♂️","Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,10.0,520.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.13019276.html,52.0,16.18,,,4,"0w,3m,0d,0n",0,3,0,,,,8.17,,,18.17,7.9,True
Studentenwohnheim Stuttgart – 300 € inkl. 3 Mahlzeiten,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,30.0,300.0,04.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.13024518.html,10.0,-25.82,,,12,"0w,6m,0d,0n",0,6,0,,,,8.17,,,18.17,7.9,True
Möbliert - zentrale 3er WG,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,20.0,604.0,"28.03.2026
                    
                                            - 20.06.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.13025207.html,30.2,-5.62,,,3,"2w,0m,0d,0n",2,0,0,,,,8.17,,,18.17,7.9,True
Zimmer im Studentenwohnheim,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,13.0,400.0,"16.02.2026
                    
                                            - 31.03.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.13031010.html,30.77,-5.05,,,4,"1w,2m,0d,0n",1,2,0,,,,8.17,,,18.17,7.9,True
Größes und Helles Zimmer in einer 3er Wg in top Lage!,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,20.0,515.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.13041445.html,25.75,-10.07,,,3,"0w,2m,0d,0n",0,2,0,,,,8.17,,,18.17,7.9,True
WG rooms for Student,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,14.0,400.0,"01.03.2026
                    
                                            - 31.03.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.13056210.html,28.57,-7.25,,,4,"1w,2m,0d,0n",1,2,0,,,,8.17,,,18.17,7.9,True
1 Zi. Nichtraucher,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,11.0,985.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.13056962.html,89.55,53.73,,,6,"3w,2m,0d,0n",3,2,0,,,,8.17,,,18.17,7.9,True
Zentrale WG am Milaneo sucht nette Mitbewohnerin,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,12.0,333.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.13060940.html,27.75,-8.07,,,4,"1w,2m,0d,0n",1,2,0,,,,8.17,,,18.17,7.9,True
Modernes Studentenzimmer zur Untermiete von 28.3. -2.5.,"Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,13.0,435.0,"28.03.2026
                    
                                            - 02.05.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.13062230.html,33.46,-2.36,,,4,"2w,1m,0d,0n",2,1,0,,,,8.17,,,18.17,7.9,True
WG Zentral,"Stuttgart
                            
                            Stuttgart Nord","Stuttgart
                            
                            Stuttgart Nord",,11.0,500.0,"01.02.2026
                    
                                            - 30.06.2027",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Stuttgart-Nord.7533490.html,45.45,9.63,,,3,"0w,0m,0d,0n",0,0,0,,,,8.17,,,18.17,7.9,True
"Rosenbergstraße, Stuttgart","Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,20.0,600.0,04.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12901965.html,30.0,-5.82,,,2,"0w,0m,0d,0n",0,0,0,,,,8.17,,,18.17,7.9,True
"Schwabstraße, Stuttgart","Stuttgart
                            
                            Nord","Stuttgart
                            
                            Nord",,15.0,595.0,04.05.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Nord.12281871.html,39.67,3.85,,,2,"0w,0m,0d,0n",0,0,0,,,,8.17,,,18.17,7.9,True
WG-Zimmer in der Wiederholdstraße,"Stuttgart
                            
                            Relenberg","Stuttgart
                            
                            Relenberg",,13.0,369.0,"01.06.2026
                    
                                            - 15.11.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Relenberg.10681909.html,28.38,-7.44,,,4,"1w,2m,0d,0n",1,2,0,,,,8.06,,,24.17,9.8,True
Gemütliches und zentrales WG Zimmer (01.08-26.09.26),"Stuttgart
                            
                            Relenberg","Stuttgart
                            
                            Relenberg",,12.0,390.0,"11.05.2026
                    
                                            - 25.10.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Relenberg.12411504.html,32.5,-3.32,,,2,"1w,0m,0d,0n",1,0,0,,,,8.06,,,24.17,9.8,True
WG Zimmer in Stuttgart,"Stuttgart
                            
                            Relenberg","Stuttgart
                            
                            Relenberg",,13.0,400.0,"02.08.2026
                    
                                            - 30.09.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Relenberg.13013952.html,30.77,-5.05,,,4,"0w,0m,0d,3n",0,0,0,,,,8.06,,,24.17,9.8,True
Wohnen am Killesberg: Gemütliche WG in einem Einfamilienhaus,"Stuttgart
                            
                            Killesberg","Stuttgart
                            
                            Killesberg",,22.0,560.0,"13.02.2026
                    
                                            - 01.02.2027",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Killesberg.12783956.html,25.45,-10.37,,,3,"0w,0m,0d,0n",0,0,0,,,,7.57,,,18.59,7.9,True
"Seyfferstraße, Stuttgart","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,11.0,470.0,19.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.12928332.html,42.73,6.91,,,5,"0w,0m,0d,0n",0,0,0,,,,7.49,,,21.81,8.6,True
Zimmer - Zimmer in der Reinsburgstraße,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,23.0,660.0,19.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.12814190.html,28.7,-7.12,,,4,"0w,0m,0d,0n",0,0,0,,,,7.49,,,21.81,8.6,True
Möbliertes WG Zimmer in 2er WG ab 01.03.2026 verfügbar!,"Stuttgart
                            
                            Büsnau","Stuttgart
                            
                            Büsnau",,25.0,680.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Buesnau.10629784.html,27.2,-8.62,,,2,"1w,0m,0d,0n",1,0,0,,,,7.49,,,25.1,7.5,True
Studenten WG nah an Uni/HdM,"Stuttgart
                            
                            Büsnau","Stuttgart
                            
                            Büsnau",,15.0,400.0,15.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Buesnau.13072108.html,26.67,-9.15,,,3,"0w,2m,0d,0n",0,2,0,,,,7.49,,,25.1,7.5,True
"Reinsburgstraße, Stuttgart","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,23.0,660.0,19.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.12282038.html,28.7,-7.12,,,2,"0w,0m,0d,0n",0,0,0,,,,7.49,,,21.81,8.6,True
Zimmer - Zimmer in der Seyfferstraße,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,11.0,525.0,04.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.12814325.html,47.73,11.91,,,6,"0w,0m,0d,0n",0,0,0,,,,7.49,,,21.81,8.6,True
WG Zimmer - Stuttgart West/ Voll ausgestattet/ inkl. Reinigung/ renoviert/ All-in,"Stuttgart
                            
                            Stuttgart West","Stuttgart
                            
                            Stuttgart West",,10.0,575.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Stuttgart-West.10734169.html,57.5,21.68,,,8,"2w,5m,0d,0n",2,5,0,,,,7.49,,,21.81,8.6,True
Schöne 5er WG im Stuttgarter Westen,"Stuttgart
                            
                            Stuttgart West","Stuttgart
                            
                            Stuttgart West",,19.0,700.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Stuttgart-West.12241083.html,36.84,1.02,,,5,"0w,4m,0d,0n",0,4,0,,,,7.49,,,21.81,8.6,True
eingerichtetes WG Zimmer / TOP Lage - West-S-Bahn,"Stuttgart
                            
                            Stuttgart West","Stuttgart
                            
                            Stuttgart West",,12.0,609.0,"05.02.2026
                    
                                            - 30.08.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Stuttgart-West.12976638.html,50.75,14.93,,,4,"2w,1m,0d,0n",2,1,0,,,,7.49,,,21.81,8.6,True
"Möbliertes Zimmer in Stuttgart-West zu vermieten, Zentrale Lage!!","Stuttgart
                            
                            Stuttgart West","Stuttgart
                            
                            Stuttgart West",,15.0,490.0,10.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Stuttgart-West.12981231.html,32.67,-3.15,,,3,"0w,2m,0d,0n",0,2,0,,,,7.49,,,21.81,8.6,True
"Rötestraße, Stuttgart","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,17.0,610.0,04.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.12901567.html,35.88,0.06,,,3,"0w,0m,0d,0n",0,0,0,,,,7.49,,,21.81,8.6,True
"Reinsburgstraße, Stuttgart","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,18.0,530.0,19.11.2025,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.12281863.html,29.44,-6.38,,,2,"0w,0m,0d,0n",0,0,0,,,,7.49,,,21.81,8.6,True
"Reinsburgstraße, Stuttgart","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,18.0,665.0,04.01.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.12321493.html,36.94,1.12,,,2,"0w,0m,0d,0n",0,0,0,,,,7.49,,,21.81,8.6,True
2 eigene Zimmer in WG (28m2) in zentralster Lage (S-West),"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,28.0,606.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.2498982.html,21.64,-14.18,,,3,"2w,0m,0d,0n",2,0,0,,,,7.49,,,21.81,8.6,True
Top Möbeliertes WG Zimmer in Stuttgart CITY super zentral!!,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,28.0,695.0,15.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.4203917.html,24.82,-11.0,,,5,"2w,2m,0d,0n",2,2,0,,,,7.49,,,21.81,8.6,True
Zimmer in besonderem Wohnkonzept in Stuttgart West,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,18.0,480.0,01.05.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.4354859.html,26.67,-9.15,,,5,"2w,2m,0d,0n",2,2,0,,,,7.49,,,21.81,8.6,True
Zimmer in schöner Altbauwohnung (Hölderlinplatz),"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,18.0,780.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.4369040.html,43.33,7.51,,,3,"0w,1m,0d,0n",0,1,0,,,,7.49,,,21.81,8.6,True
Möbliertes 12m2 Zimmer in Stuttgart West - NUR für Studierende,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,12.0,298.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.5440346.html,24.83,-10.99,,,4,"1w,2m,0d,0n",1,2,0,,,,7.49,,,21.81,8.6,True
Möblierte DG-Wohnung mit wunderschönem Ausblick über die Dächer Stuttgarts inkl. Sauna und Whirlpool,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,11.0,820.0,07.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.6059662.html,74.55,38.73,,,2,"0w,1m,0d,0n",0,1,0,,,,7.49,,,21.81,8.6,True
"Charmantes möbliertes Zimmer mit großem Balkon, ruhig und hell . Haus liegt in großem Naturgarten","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,13.0,580.0,15.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.6184889.html,44.62,8.8,,,2,"0w,1m,0d,0n",0,1,0,,,,7.49,,,21.81,8.6,True
***TOP Lage*** 3er WG im Stuttgarter Westen,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,17.0,530.0,"01.04.2026
                    
                                            - 01.10.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.6346284.html,31.18,-4.64,,,3,"0w,2m,0d,0n",0,2,0,,,,7.49,,,21.81,8.6,True
Großes schönes Zimmer mit Blick ins Grüne,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,27.0,690.0,"13.02.2026
                    
                                            - 30.09.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.6789949.html,25.56,-10.26,,,4,"1w,2m,0d,0n",1,2,0,,,,7.49,,,21.81,8.6,True
"Zimmer 16 m2 Stuttgart West Nähe Bismarckplatz, modern möbliert, große Terrasse","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,16.0,680.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.6804135.html,42.5,6.68,,,3,"2w,0m,0d,0n",2,0,0,,,,7.49,,,21.81,8.6,True
möblierte zimmer in Stuttgart  01.03.2026,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,16.0,520.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.6980083.html,32.5,-3.32,,,2,"1w,0m,0d,0n",1,0,0,,,,7.49,,,21.81,8.6,True
"riesiges, möbliertes WG-Zimmer in der ""Bar-WG"" mit perfekter Lage","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,24.0,600.0,05.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.7168749.html,25.0,-10.82,,,4,"2w,0m,0d,0n",2,0,0,,,,7.49,,,21.81,8.6,True
WG Zimmer in 3 Zimmer Wohnung im Stuttgarter Westen mit Wohnzimmer und Terrasse,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,15.0,635.0,"01.07.2026
                    
                                            - 01.07.2027",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.7229422.html,42.33,6.51,,,2,"0w,1m,0d,0n",0,1,0,,,,7.49,,,21.81,8.6,True
übernachtung,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,8.0,420.0,"15.02.2026
                    
                                            - 30.12.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.7682228.html,52.5,16.68,,,4,"1w,2m,0d,0n",1,2,0,,,,7.49,,,21.81,8.6,True
"Möbliertes WG-Zimmer, 24 qm, ab 1. März 2026,  für 5-6 Monate befristet","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,24.0,630.0,"01.03.2026
                    
                                            - 31.08.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.8186869.html,26.25,-9.57,,,2,"0w,1m,0d,0n",0,1,0,,,,7.49,,,21.81,8.6,True
Zentrum/West super WG Uni Stuttgart ab 440€,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,25.0,450.0,17.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.8323287.html,18.0,-17.82,,,5,"1w,2m,0d,0n",1,2,0,,,,7.49,,,21.81,8.6,True
WG-Zimmer möbliert im Stuttgarter Westen,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,16.0,650.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.8331621.html,40.62,4.8,,,5,"0w,1m,0d,0n",0,1,0,,,,7.49,,,21.81,8.6,True
Drei möblierte Zimmer in 3-er WG in Stuttgart West zentral zu vermieten,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,20.0,630.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.8448477.html,31.5,-4.32,,,3,"0w,0m,0d,0n",0,0,0,,,,7.49,,,21.81,8.6,True
Kleines Zimmerle in Stuttgart West,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,8.0,336.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.8867827.html,42.0,6.18,,,3,"1w,1m,0d,0n",1,1,0,,,,7.49,,,21.81,8.6,True
Exklusive und top renovierte WG direkt am Feuersee,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,16.0,900.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.9110784.html,56.25,20.43,,,2,"1w,0m,0d,0n",1,0,0,,,,7.49,,,21.81,8.6,True
Schönes und voll möbliertes 15 m² WG-Zimmer in einer 3-Zimmer-Wohnung im Zentrum von Stuttgart,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,15.0,567.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.9179739.html,37.8,1.98,,,3,"0w,0m,0d,0n",0,0,0,,,,7.49,,,21.81,8.6,True
"19,5m2 WG-Zimmer in 2er Wg mit großem gemeinsamem Wohnzimmer","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,19.0,690.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.9223916.html,36.32,0.5,,,2,"1w,0m,0d,0n",1,0,0,,,,7.49,,,21.81,8.6,True
"Sehr helles, 18qm Zimmer, möbliert in Altbau-WG","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,18.0,615.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.9247629.html,34.17,-1.65,,,3,"0w,2m,0d,0n",0,2,0,,,,7.49,,,21.81,8.6,True
WG Zimmer in 5-er WG in zentraler Lage Stuttgart West,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,20.0,650.0,10.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.9272259.html,32.5,-3.32,,,5,"2w,0m,0d,0n",2,0,0,,,,7.49,,,21.81,8.6,True
WG mit Garten im wilden Westen sucht neuen Zuwachs,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,12.0,360.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.9434706.html,30.0,-5.82,,,8,"3w,4m,0d,0n",3,4,0,,,,7.49,,,21.81,8.6,True
+++TOLLE 5er WG im Zentrum+++,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,15.0,490.0,13.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.9930446.html,32.67,-3.15,,,5,"0w,0m,0d,0n",0,0,0,,,,7.49,,,21.81,8.6,True
"2 Zimmer frei in 3er-WG im Westen, Gutenbergstraße","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,15.0,640.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.9960997.html,42.67,6.85,,,3,"0w,1m,0d,0n",0,1,0,,,,7.49,,,21.81,8.6,True
"Schönes Zimmer in Loft-WG im Westen, Hanglage mit großer Terrasse","Stuttgart
                            
                            West","Stuttgart
                            
                            West",,16.0,800.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.9983833.html,50.0,14.18,,,4,"1w,2m,0d,0n",1,2,0,,,,7.49,,,21.81,8.6,True
Kurzzeit-Mitbewohner*in ab 25.03. bis 30.04. gesucht (Möbiliert!) 21qm Zimmer + Balkon,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,21.0,500.0,"24.03.2026
                    
                                            - 01.05.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.10003934.html,23.81,-12.01,,,3,"1w,1m,0d,0n",1,1,0,,,,7.49,,,21.81,8.6,True
WG-Zimmer | Blick über Stuttgart-West | Renovierter Altbau,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,14.0,963.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.10069296.html,68.79,32.97,,,4,"2w,1m,0d,0n",2,1,0,,,,7.49,,,21.81,8.6,True
Zimmer in einer 5er WG* hochwertig neu saniert möbliert * 2 Badezimmer ab dem 01.5.26,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,11.0,570.0,01.05.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.10070752.html,51.82,16.0,,,5,"3w,1m,0d,0n",3,1,0,,,,7.49,,,21.81,8.6,True
Zimmer in 3er WG in West,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,18.0,740.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.10200099.html,41.11,5.29,,,3,"1w,1m,0d,0n",1,1,0,,,,7.49,,,21.81,8.6,True
Hasenberg WG 3.0: Kleines aber feines Zimmer,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,9.0,430.0,15.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.10421097.html,47.78,11.96,,,5,"2w,2m,0d,0n",2,2,0,,,,7.49,,,21.81,8.6,True
WG mit tollem Garten im Westen,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,17.0,670.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.10504740.html,39.41,3.59,,,3,"2w,0m,0d,0n",2,0,0,,,,7.49,,,21.81,8.6,True
inklusive WG - wohnen und Nebenjob in einem,"Stuttgart
                            
                            West","Stuttgart
                            
                            West",,15.0,330.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-West.10530810.html,22.0,-13.82,,,4,"3w,0m,0d,0n",3,0,0,,,,7.49,,,21.81,8.6,True
